,song,name,trackid,trackuri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clust
5443,Play (with Years & Years),Jax Jones,6CXh0RBouuXSUyIKzwYswZ,spotify:track:6CXh0RBouuXSUyIKzwYswZ,0.767,0.788,11,-7.718,0,0.0444,0.0276,2.13e-05,0.391,0.591,125.036,186560,3
5444,Got What I Got,Jason Aldean,4TCc369aRPRubv1m8R1TBG,spotify:track:4TCc369aRPRubv1m8R1TBG,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,2
5445,Come On Get Higher,Matt Nathanson,38YgZVHPWOWsKrsCXz6JyP,spotify:track:38YgZVHPWOWsKrsCXz6JyP,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,215173,4
5446,Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,3
5447,Shelter,Porter Robinson,2CgOd0Lj5MuvOqzqdaAXtS,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526,218965,2
5448,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4
5449,Havana (feat. Young Thug),Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,3
5450,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,6osaMSJh9NguagEDQcZaKx,spotify:track:6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,5
5451,Up Around The Bend,Creedence Clearwater Revival,36gPq8WG7tDxrblyGVUCiT,spotify:track:36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467,0
5452,Riot,Three Days Grace,1Q2fYlSdwuutWj3QplhY9q,spotify:track:1Q2fYlSdwuutWj3QplhY9q,0.185,0.948,8,-3.892,1,0.147,0.0104,0.0,0.105,0.316,196.578,207587,2
5453,all the good girls go to hell,Billie Eilish,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,5
5454,Knife Talk (with 21 Savage ft. Project Pat),Drake,2BcMwX1MPV6ZHP4tUT9uq6,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,5
5455,Used To,Juice WRLD,0WZFN4E8HrmGUU0EMyKQ8c,spotify:track:0WZFN4E8HrmGUU0EMyKQ8c,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,176443,4
5456,Dark Knight Dummo,Trippie Redd,4apiNNK0jp9uqn3JDG9My1,spotify:track:4apiNNK0jp9uqn3JDG9My1,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,256163,2
5457,Once In a While,Timeflies,6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,215160,4
5458,TiK ToK,Kesha,5OMwQFBcte0aWFJFqrr5oj,spotify:track:5OMwQFBcte0aWFJFqrr5oj,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,199693,3
5459,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2eAZfqOm4EnOF9VvN50Tyc,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4
5460,Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,2
5461,Past Life (with Selena Gomez),Trevor Daniel,7MN8RYSofZsFROBlEOAzXq,spotify:track:7MN8RYSofZsFROBlEOAzXq,0.575,0.543,3,-5.062,1,0.0529,0.102,0.0,0.176,0.283,159.905,186480,2
5462,Headlights,Eminem,222dTwr5XeEgAzEtsrQA0R,spotify:track:222dTwr5XeEgAzEtsrQA0R,0.688,0.782,11,-3.683,1,0.158,0.152,0.0,0.803,0.453,146.324,343032,2
5463,911,Lady Gaga,6qI0MU175Dk2DeoUjlrOpy,spotify:track:6qI0MU175Dk2DeoUjlrOpy,0.789,0.813,5,-4.563,1,0.0374,0.0294,2.07e-06,0.519,0.42,116.007,172133,4
5464,Desire,Years & Years,4ZH03VC3uJk7uKk7CwsBqH,spotify:track:4ZH03VC3uJk7uKk7CwsBqH,0.706,0.777,10,-4.591,0,0.0567,0.299,0.0,0.298,0.638,126.008,203204,3
5465,Pure Cocaine,Lil Baby,577YBGuskWkVDCxZrLRB4v,spotify:track:577YBGuskWkVDCxZrLRB4v,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,5
5466,The Kill,Thirty Seconds To Mars,0lP4HYLmvowOKdsQ7CVkuq,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,2
5467,Nightmare,Halsey,340UVheS8z3ncW9TTUhAbc,spotify:track:340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,3
5468,Nothing's Gonna Stop Us Now,Starship,3X7uFMzJrEE0sxn62qd8Ch,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,270333,4
5469,Sauce It Up,Lil Uzi Vert,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,207039,5
5470,First Date,blink-182,1fJFuvU2ldmeAm5nFIHcPP,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,171533,4
5471,Make You Miss Me,Sam Hunt,0xwPzLmBAYro8BUz7MrtAo,spotify:track:0xwPzLmBAYro8BUz7MrtAo,0.614,0.472,7,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,225693,2
5472,Level Up,Ciara,7ssEhls1ZYEGtBsoovkMSe,spotify:track:7ssEhls1ZYEGtBsoovkMSe,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,4
5473,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,JACKBOYS,7h0d2h0fUmzbs7zeFigJPn,spotify:track:7h0d2h0fUmzbs7zeFigJPn,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,2
5474,Homecoming - (Explicit),Kanye West,4mnVTZqDC2fy2Sh1ooKEse,spotify:track:4mnVTZqDC2fy2Sh1ooKEse,0.671,0.74,1,-7.067,1,0.186,0.36,0.0,0.118,0.908,86.932,203920,4
5475,Zack And Codeine,Post Malone,5lZZmityu9TAjNvSY6GLhR,spotify:track:5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,204360,3
5476,All Around The World (La La La),R3HAB,1D2Aldrksl9yWWCIPOeDzy,spotify:track:1D2Aldrksl9yWWCIPOeDzy,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,3
5477,The One That Got Away,Katy Perry,6hkOqJ5mE093AQf2lbZnsG,spotify:track:6hkOqJ5mE093AQf2lbZnsG,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,3
5478,Red Room,Offset,4TWflhgevIGo448fWc6mQq,spotify:track:4TWflhgevIGo448fWc6mQq,0.936,0.559,7,-8.587,0,0.157,0.479,0.0,0.128,0.527,112.347,241440,3
5479,Bitter Sweet Symphony,The Verve,57iDDD9N9tTWe75x6qhStw,spotify:track:57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,2
5480,Those Kinda Nights (feat. Ed Sheeran),Eminem,0GRzZ2o5LtYDEOUNjbzTUa,spotify:track:0GRzZ2o5LtYDEOUNjbzTUa,0.805,0.637,4,-6.29,0,0.337,0.0285,0.0,0.0919,0.388,103.886,177693,5
5481,Be Mine,Ofenbach,2KklXplRtxMsBYo474Es0w,spotify:track:2KklXplRtxMsBYo474Es0w,0.779,0.666,5,-7.361,1,0.0482,0.194,0.000556,0.0576,0.507,123.024,161322,4
5482,Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107,4
5483,Glitter,"Tyler, The Creator",0qtK3XwbuG153dmwB8iepL,spotify:track:0qtK3XwbuG153dmwB8iepL,0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,224893,1
5484,Wonderwall,Oasis,4w7RuuQAVP0JXlAom3z1aC,spotify:track:4w7RuuQAVP0JXlAom3z1aC,0.41,0.893,6,-4.347,0,0.0342,0.000714,0.0,0.202,0.688,174.648,258080,2
5485,Money for Nothing,Dire Straits,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,3
5486,Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,2
5487,Love Lies (with Normani),Khalid,45Egmo7icyopuzJN0oMEdk,spotify:track:45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4
5488,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,1m8WpLYXEiNVZchsWEcCSy,spotify:track:1m8WpLYXEiNVZchsWEcCSy,0.461,0.653,6,-8.617,1,0.327,0.158,0.0,0.197,0.588,81.628,322000,5
5489,Left Hand Free,alt-J,126TblwXGNTUZ7RPMnThkU,spotify:track:126TblwXGNTUZ7RPMnThkU,0.698,0.876,3,-4.45,1,0.0486,0.452,0.0133,0.0824,0.81,101.992,173631,4
5490,Dirty Deeds Done Dirt Cheap,AC/DC,2d4e45fmUnguxh6yqC7gNT,spotify:track:2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,3
5491,Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,1
5492,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,124056,4
5493,I,Lil Skies,4ZT9FnbFu1PaBfV3itxiqT,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,1
5494,Only Love,Ben Howard,2uhEKg8kIzpdvz4gyy6x8W,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,249173,1
5495,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,5ujh1I7NZH5agbwf7Hp8Hc,spotify:track:5ujh1I7NZH5agbwf7Hp8Hc,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,313787,5
5496,Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,spotify:track:6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
5497,Venom - Music From The Motion Picture,Eminem,3kpYJjvM8Ja6btr5hEJLWc,spotify:track:3kpYJjvM8Ja6btr5hEJLWc,0.75,0.789,0,-5.058,1,0.0647,0.0148,0.0,0.501,0.467,135.954,269573,4
5498,Homicide (feat. Eminem),Logic,7M2tXmeS15NAzEn7ABFeBg,spotify:track:7M2tXmeS15NAzEn7ABFeBg,0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,245387,5
5499,Could've Been (feat. Bryson Tiller),H.E.R.,6oEVnWKgPqIEPc53OYDNqG,spotify:track:6oEVnWKgPqIEPc53OYDNqG,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747,1
5500,Litty (feat. Tory Lanez),Meek Mill,5J5PXmMdQ2nh1lZOal8KmK,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,0.592,0.701,10,-4.014,0,0.0858,0.0451,0.0,0.327,0.282,129.501,280615,3
5501,Both (feat. Drake),Gucci Mane,5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,5
5502,Sunday Best,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571,4
5503,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,5aDoUmxBsbdpS16alksb5Z,spotify:track:5aDoUmxBsbdpS16alksb5Z,0.566,0.246,10,-15.499,1,0.0276,0.813,1.48e-06,0.195,0.412,101.529,165667,1
5504,Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,2
5505,Stereo Love - Radio Edit,Edward Maya,11Iv8RCFmeImLOpaHYxKb4,spotify:track:11Iv8RCFmeImLOpaHYxKb4,0.775,0.726,9,-5.629,1,0.0369,0.0399,0.0235,0.11,0.206,126.999,185120,4
5506,Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
5507,The Race,Tay-K,3wGXyJGsCf1myH5MooQIqE,spotify:track:3wGXyJGsCf1myH5MooQIqE,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223,140000,5
5508,Icky Thump,The White Stripes,2LMq1O0NiqGhPOlXo3McYQ,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533,2
5509,Lucky,Jason Mraz,0IktbUcnAGrvD03AWnz3Q8,spotify:track:0IktbUcnAGrvD03AWnz3Q8,0.623,0.417,0,-8.699,1,0.0354,0.296,0.0,0.135,0.721,130.032,191360,4
5510,Forever,Chris Brown,3NZJlJemX3mzjf56MqC5ML,spotify:track:3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,4
5511,bad idea,Ariana Grande,5Il6Oe7lr5XM7A0cWbVQtr,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,267107,4
5512,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707,3
5513,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4
5514,...Ready For It?,Taylor Swift,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,2
5515,Hear Me Now,Alok,6OnYQKTc5fbSGbIpaH4KxL,spotify:track:6OnYQKTc5fbSGbIpaH4KxL,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,192846,1
5516,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,3
5517,Many Men (Wish Death),50 Cent,2I9foKseoFQh07p6sD2voE,spotify:track:2I9foKseoFQh07p6sD2voE,0.653,0.826,6,-2.93,0,0.354,0.0153,0.00146,0.131,0.416,108.52,256227,5
5518,One Man Band,Old Dominion,7cA3PnUQDlUyBBwpRozQeo,spotify:track:7cA3PnUQDlUyBBwpRozQeo,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,1
5519,Love Myself,Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,spotify:track:36phXHOKx8rO7CMp2vNX4x,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,122.924,218773,3
5520,Saint-Tropez,Post Malone,05mDaV9Vb3wrzjF6OPZnhq,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4
5521,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,6hFYIJDwADard4Z8dvlpzp,spotify:track:6hFYIJDwADard4Z8dvlpzp,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0927,0.559,119.012,212360,3
5522,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,7s0lDK7y3XLmI7tcsRAbW0,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,3
5523,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,5b719srfWk2MiDa86ZpJ8u,spotify:track:5b719srfWk2MiDa86ZpJ8u,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,3
5524,Night Shift,Jon Pardi,0bPnT6i9H1p8Vd85GS6Z7I,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,4
5525,I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,spotify:track:005lwxGU1tms6HGELIcUv9,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
5526,My Way,Limp Bizkit,2gSVKxPDww9Eep5rdvtdem,spotify:track:2gSVKxPDww9Eep5rdvtdem,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,272973,4
5527,Eraser,Ed Sheeran,7oolFzHipTMg2nL7shhdz2,spotify:track:7oolFzHipTMg2nL7shhdz2,0.64,0.812,8,-5.647,0,0.0834,0.086,0.0,0.0509,0.914,86.013,227427,3
5528,Down (feat. Gucci Mane),Fifth Harmony,0XQHz5C8PknyrEhyrKxVKa,spotify:track:0XQHz5C8PknyrEhyrKxVKa,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,165200,2
5529,Benz Truck (гелик),Lil Peep,3kBD2xHIqKWXjLAGidDTSz,spotify:track:3kBD2xHIqKWXjLAGidDTSz,0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,92.02,159987,3
5530,Black Widow,Iggy Azalea,7pNC5ZIKtwUK0ReSpM3P9f,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4
5531,In The End,Black Veil Brides,2RxqHa7EgbKHEjYav48eXX,spotify:track:2RxqHa7EgbKHEjYav48eXX,0.442,0.939,8,-4.18,1,0.094,0.000181,0.00568,0.0857,0.266,140.02,228280,2
5532,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4
5533,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,5qYp1Wf3gh0lGWdIS5lIrX,spotify:track:5qYp1Wf3gh0lGWdIS5lIrX,0.49,0.625,10,-7.248,1,0.185,0.497,0.0,0.118,0.748,78.762,215670,4
5534,Complicated,Avril Lavigne,5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
5535,Any Ol' Barstool,Jason Aldean,4T5Z4mbTe7kuGqgLpaRtTh,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh,0.536,0.722,4,-4.163,1,0.0284,0.312,0.0,0.117,0.499,143.78,203293,2
5536,Same Old Love,Selena Gomez,1BZG99C7Co1r6QUC3zaS59,spotify:track:1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,3
5537,Life in the Fast Lane - 2013 Remaster,Eagles,6gXrEUzibufX9xYPk3HD5p,spotify:track:6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4
5538,Un Día (One Day),Dua Lipa,2GPCE96x9Go6acdDt8ex6p,spotify:track:2GPCE96x9Go6acdDt8ex6p,0.572,0.634,6,-10.599,0,0.0617,0.00547,0.0,0.129,0.432,168.136,231815,3
5539,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
5540,Will He,Joji,7wvwXi9Z66dcH5t202vVkN,spotify:track:7wvwXi9Z66dcH5t202vVkN,0.618,0.217,10,-15.372,1,0.0515,0.836,0.000163,0.538,0.0872,116.014,202103,1
5541,Wicked Games,The Weeknd,137wbDM4s2ugav7MKO45O9,spotify:track:137wbDM4s2ugav7MKO45O9,0.409,0.579,11,-5.156,0,0.0387,0.0113,5.24e-06,0.368,0.316,111.426,323747,2
5542,Cool for the Summer,Demi Lovato,2zFF6jG5hQArbzcXz3KUWk,spotify:track:2zFF6jG5hQArbzcXz3KUWk,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,3
5543,Tuesday (feat. Danelle Sandoval),Burak Yeter,7EVk9tRb6beJLTHrg6AkY9,spotify:track:7EVk9tRb6beJLTHrg6AkY9,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875,3
5544,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,4mGdjNMo0RonTlOEb7cYg4,spotify:track:4mGdjNMo0RonTlOEb7cYg4,0.464,0.852,11,-3.804,1,0.067,0.0116,0.0,0.108,0.233,160.075,239507,2
5545,Wing$,Macklemore & Ryan Lewis,5n5uyFpfopa4mNdSN0gTaH,spotify:track:5n5uyFpfopa4mNdSN0gTaH,0.4,0.602,7,-6.988,0,0.197,0.353,0.0,0.191,0.0964,74.142,298641,1
5546,Left Hand Free,alt-J,4iEOVEULZRvmzYSZY2ViKN,spotify:track:4iEOVEULZRvmzYSZY2ViKN,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,173631,4
5547,You & Me - Flume Remix,Disclosure,1snNAXmmPXCn0dkF9DaPWw,spotify:track:1snNAXmmPXCn0dkF9DaPWw,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,1
5548,It's Been Awhile,Staind,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,2
5549,Never Be Like You (feat. Kai),Flume,5WI2ltQIdwgzf1SNE76JyR,spotify:track:5WI2ltQIdwgzf1SNE76JyR,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,234910,1
5550,Outside (feat. Ellie Goulding),Calvin Harris,7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,227267,3
5551,History,Olivia Holt,3QmOiZF7IzJJkHnahh5Ea0,spotify:track:3QmOiZF7IzJJkHnahh5Ea0,0.767,0.631,1,-6.762,1,0.0541,0.0997,0.0,0.119,0.541,100.968,203992,4
5552,Home with You,Madison Beer,0iwsQWgtjSq2kUXuZwTDAL,spotify:track:0iwsQWgtjSq2kUXuZwTDAL,0.631,0.599,7,-6.137,0,0.0878,0.067,0.0,0.0952,0.727,170.122,190576,3
5553,All The Small Things,blink-182,7yCPwWs66K8Ba5lFuU2bcx,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,0.439,0.891,0,-4.764,1,0.057,0.0122,0.0,0.547,0.695,148.599,168000,2
5554,"Sit Still, Look Pretty",Daya,3Os3kiJXzDyXTj7K0Y0NWb,spotify:track:3Os3kiJXzDyXTj7K0Y0NWb,0.846,0.734,2,-3.601,1,0.105,0.284,8.27e-05,0.425,0.719,91.001,207761,4
5555,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,51rXHuKN8Loc4sUlKPODgH,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,5
5556,BAD!,XXXTENTACION,22An65gG31JLf9n18qjdhZ,spotify:track:22An65gG31JLf9n18qjdhZ,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,3
5557,SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,spotify:track:2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,3
5558,Break on Through (To the Other Side),The Doors,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4
